term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,dti,delinq_2yrs,revol_util,revol_bal,total_acc,num_tl_90g_dpd_24m,dti_joint,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
 60 months,MORTGAGE,D,debt_consolidation,18.94%,TX,Current,Individual,13000,1 year,48000,12.25,0,82.70%,11418,15,0,null, 60 ,1,82,43.76206961077844,12.25,No
 36 months,MORTGAGE,A,credit_card,7.56%,NH,Current,Individual,14000,< 1 year,60000,23.14,0,29.80%,8652,15,0,null, 36 ,1,29,43.76206961077844,23.14,No
 36 months,OWN,D,debt_consolidation,17.97%,TX,Current,Individual,5000,1 year,65000,16.62,0,67.70%,5554,8,0,null, 36 ,1,67,43.76206961077844,16.62,No
 36 months,RENT,C,vacation,16.91%,FL,Fully Paid,Individual,5500,5 years,60000,27.32,0,0.70%,146,25,0,null, 36 ,5,0,43.76206961077844,27.32,No
 36 months,RENT,B,debt_consolidation,12.98%,CA,Current,Individual,19000,1 year,70000,20.54,2,77.80%,11749,18,1,null, 36 ,1,77,43.76206961077844,20.54,No
 36 months,MORTGAGE,E,debt_consolidation,26.31%,GA,Current,Joint App,33250,6 years,30000,56.08,0,73.30%,31245,17,0,33.47, 36 ,6,73,43.76206961077844,56.08,No
 36 months,RENT,E,other,23.40%,MI,Late (31-120 days),Individual,1000,3 years,60000,29.56,0,59%,10980,18,0,null, 36 ,3,59,43.76206961077844,29.56,yes
 36 months,MORTGAGE,A,vacation,7.21%,CA,Current,Joint App,6000,10+ years,31000,38.13,0,2.70%,1257,26,0,15.1, 36 ,10,2,43.76206961077844,38.13,No
 60 months,OWN,D,debt_consolidation,20.89%,TX,Fully Paid,Individual,14000,10+ years,125000,12.22,0,1.40%,191,38,0,null, 60 ,10,1,43.76206961077844,12.22,No
 60 months,OWN,C,other,16.91%,AL,Current,Individual,12800,10+ years,60000,26.64,0,28.20%,13728,29,0,null, 60 ,10,28,43.76206961077844,26.64,No
 60 months,OWN,E,debt_consolidation,27.27%,NC,In Grace Period,Individual,30000,1 year,225000,16.58,0,80%,10005,44,0,null, 60 ,1,80,43.76206961077844,16.58,yes
 36 months,MORTGAGE,C,debt_consolidation,15.02%,OH,Fully Paid,Individual,15500,10+ years,40000,17.31,0,49.90%,15910,21,0,null, 36 ,10,49,43.76206961077844,17.31,No
 60 months,MORTGAGE,C,debt_consolidation,15.02%,GA,Current,Individual,12500,10+ years,146896,13.26,6,79.20%,8638,22,1,null, 60 ,10,79,43.76206961077844,13.26,No
 36 months,OWN,E,debt_consolidation,26.31%,NY,Current,Joint App,19200,2 years,55000,27.99,0,30.80%,4399,28,0,17.52, 36 ,2,30,43.76206961077844,27.99,No
 36 months,RENT,B,debt_consolidation,12.98%,CT,Current,Individual,6000,n/a,30000,34.76,0,45.60%,16263,28,0,null, 36 ,,45,43.76206961077844,34.76,No
 36 months,MORTGAGE,A,debt_consolidation,8.81%,NC,Current,Individual,15000,9 years,39000,31.6,0,24.80%,6815,23,0,null, 36 ,9,24,43.76206961077844,31.6,No
 36 months,RENT,C,credit_card,16.91%,CA,Current,Individual,20000,3 years,36000,16,0,91.40%,14625,13,0,null, 36 ,3,91,43.76206961077844,16,No
 60 months,MORTGAGE,D,debt_consolidation,20.89%,CA,Current,Individual,18725,5 years,108000,22.3,1,34.70%,18411,27,0,null, 60 ,5,34,43.76206961077844,22.3,No
 36 months,RENT,B,credit_card,11.31%,MI,Current,Individual,10000,< 1 year,96000,8.38,0,81.60%,8735,10,0,null, 36 ,1,81,43.76206961077844,8.38,No
 36 months,RENT,B,credit_card,11.80%,DE,Current,Individual,9600,< 1 year,50000,8.59,0,51%,6984,13,0,null, 36 ,1,51,43.76206961077844,8.59,No
 36 months,MORTGAGE,C,credit_card,16.14%,TN,Current,Individual,15000,10+ years,55000,24.01,0,86.60%,25978,23,0,null, 36 ,10,86,43.76206961077844,24.01,No
 36 months,OWN,A,credit_card,8.81%,CA,Current,Individual,6500,9 years,75460,18.26,0,19.80%,5101,18,0,null, 36 ,9,19,43.76206961077844,18.26,No
 36 months,MORTGAGE,B,credit_card,10.33%,MI,Current,Individual,10000,4 years,145000,5.9,0,94.60%,8417,13,0,null, 36 ,4,94,43.76206961077844,5.9,No
 36 months,MORTGAGE,C,credit_card,13.56%,MI,Current,Individual,16000,6 years,35000,13.07,0,37.30%,13706,23,0,null, 36 ,6,37,43.76206961077844,13.07,No
 36 months,MORTGAGE,A,debt_consolidation,7.02%,OK,Current,Individual,10000,10+ years,87000,3.17,0,87.40%,6552,11,0,null, 36 ,10,87,43.76206961077844,3.17,No
 60 months,RENT,C,debt_consolidation,15.02%,WI,Late (31-120 days),Individual,15000,3 years,55000,11.72,0,27.90%,4181,8,0,null, 60 ,3,27,43.76206961077844,11.72,yes
 60 months,MORTGAGE,B,debt_consolidation,11.31%,CA,Current,Individual,35000,10+ years,150000,13.02,0,24.90%,28524,30,0,null, 60 ,10,24,43.76206961077844,13.02,No
 36 months,MORTGAGE,A,credit_card,6.46%,OR,Current,Individual,39000,10+ years,150000,24.79,0,45.60%,93060,31,0,null, 36 ,10,45,43.76206961077844,24.79,No
 36 months,MORTGAGE,E,debt_consolidation,24.37%,TX,Current,Individual,7000,4 years,70344,15.65,0,67.50%,32417,46,0,null, 36 ,4,67,43.76206961077844,15.65,No
 36 months,OWN,A,debt_consolidation,6.46%,IL,Current,Joint App,6000,6 years,110000,7.09,0,4.80%,2325,39,0,3.18, 36 ,6,4,43.76206961077844,7.09,No
 60 months,MORTGAGE,B,debt_consolidation,11.80%,FL,Current,Individual,20000,n/a,52740,28.19,0,60%,23140,17,0,null, 60 ,,60,43.76206961077844,28.19,No
 36 months,RENT,D,debt_consolidation,19.92%,CA,Current,Individual,23000,1 year,92000,9.14,0,57.20%,19165,5,0,null, 36 ,1,57,43.76206961077844,9.14,No
 36 months,RENT,B,credit_card,11.80%,AL,Current,Individual,3200,n/a,9240,12.86,0,96.20%,3272,3,0,null, 36 ,,96,43.76206961077844,12.86,No
 36 months,RENT,B,debt_consolidation,11.80%,CA,Current,Individual,8400,9 years,38800,32.79,0,25.10%,7001,28,0,null, 36 ,9,25,43.76206961077844,32.79,No
 36 months,MORTGAGE,A,debt_consolidation,8.81%,AL,Current,Individual,16000,3 years,88000,15.67,0,45.60%,27226,29,0,null, 36 ,3,45,43.76206961077844,15.67,No
 36 months,RENT,B,debt_consolidation,10.72%,CA,Current,Individual,35000,5 years,100000,14.82,0,39.30%,22269,21,0,null, 36 ,5,39,43.76206961077844,14.82,No
 36 months,RENT,A,medical,7.56%,OK,Fully Paid,Individual,2000,3 years,65000,33.77,0,28.40%,20765,32,0,null, 36 ,3,28,43.76206961077844,33.77,No
 36 months,RENT,E,other,23.40%,FL,Fully Paid,Individual,1000,n/a,30096,34.85,0,33.20%,8800,25,0,null, 36 ,,33,43.76206961077844,34.85,No
 36 months,OWN,A,credit_card,7.56%,MO,Current,Individual,15000,3 years,80000,36.57,0,16%,14095,43,0,null, 36 ,3,16,43.76206961077844,36.57,No
 36 months,MORTGAGE,D,other,18.94%,TX,Current,Joint App,4200,< 1 year,58000,37.08,0,98.80%,56339,25,0,18.04, 36 ,1,98,43.76206961077844,37.08,No
 60 months,MORTGAGE,B,home_improvement,11.80%,CA,Current,Individual,12000,4 years,80000,9.77,2,3.90%,572,17,2,null, 60 ,4,3,43.76206961077844,9.77,No
 60 months,RENT,D,debt_consolidation,19.92%,CA,Current,Individual,11000,3 years,30000,26.52,0,50.20%,11745,5,0,null, 60 ,3,50,43.76206961077844,26.52,No
 60 months,RENT,D,debt_consolidation,22.35%,AZ,Current,Joint App,20000,2 years,29700,37.66,0,20.30%,4757,11,0,17.73, 60 ,2,20,43.76206961077844,37.66,No
 36 months,RENT,B,vacation,10.33%,MN,Current,Individual,1600,1 year,80000,12.96,0,49%,5533,14,0,null, 36 ,1,49,43.76206961077844,12.96,No
 36 months,MORTGAGE,A,credit_card,7.02%,CA,Current,Individual,7500,8 years,54740,7.48,0,15.50%,9632,17,0,null, 36 ,8,15,43.76206961077844,7.48,No
 36 months,MORTGAGE,C,credit_card,15.02%,CA,Current,Individual,30000,< 1 year,120000,30.24,1,66.20%,49795,16,0,null, 36 ,1,66,43.76206961077844,30.24,No
 36 months,OWN,A,credit_card,8.81%,CA,Current,Individual,14000,3 years,40000,30.63,0,22.70%,8053,13,0,null, 36 ,3,22,43.76206961077844,30.63,No
 36 months,RENT,E,small_business,27.27%,CA,Current,Individual,5000,< 1 year,23040,2.6,0,3.30%,145,5,0,null, 36 ,1,3,43.76206961077844,2.6,No
 60 months,RENT,D,debt_consolidation,18.94%,AK,Current,Individual,20000,2 years,40000,10.66,0,43.20%,1468,14,0,null, 60 ,2,43,43.76206961077844,10.66,No
 36 months,OWN,A,debt_consolidation,7.02%,NY,Current,Individual,35000,< 1 year,200000,17.19,0,71.40%,203971,24,0,null, 36 ,1,71,43.76206961077844,17.19,No
 36 months,RENT,B,debt_consolidation,11.31%,WA,Current,Individual,34350,10+ years,91000,29.64,0,15.30%,1998,30,0,null, 36 ,10,15,43.76206961077844,29.64,No
 36 months,MORTGAGE,E,other,24.37%,IL,Current,Individual,1000,n/a,33483,20.43,0,35.20%,13663,12,0,null, 36 ,,35,43.76206961077844,20.43,No
 36 months,RENT,E,debt_consolidation,25.34%,MA,Current,Individual,10000,4 years,85000,16.66,0,41.70%,10705,12,0,null, 36 ,4,41,43.76206961077844,16.66,No
 60 months,OWN,D,debt_consolidation,18.94%,SC,Current,Individual,20000,5 years,65000,26.37,0,56.50%,1073,8,0,null, 60 ,5,56,43.76206961077844,26.37,No
 36 months,RENT,B,other,11.31%,MI,Fully Paid,Individual,7000,10+ years,65000,15.32,0,null,0,23,0,null, 36 ,10,43.76206961077844,43.76206961077844,15.32,No
 36 months,OWN,A,credit_card,6.46%,TX,Current,Individual,9000,1 year,55500,19.46,0,63.20%,10624,21,0,null, 36 ,1,63,43.76206961077844,19.46,No
 36 months,OWN,B,debt_consolidation,11.80%,OR,Current,Joint App,15000,< 1 year,31000,31.75,1,34%,1598,7,0,14.69, 36 ,1,34,43.76206961077844,31.75,No
 60 months,OWN,D,debt_consolidation,20.89%,PA,Current,Individual,20000,n/a,33000,6.15,0,29.50%,4330,16,0,null, 60 ,,29,43.76206961077844,6.15,No
 36 months,OWN,C,debt_consolidation,14.47%,MO,Current,Individual,15500,3 years,43000,20.96,0,24.40%,2388,13,0,null, 36 ,3,24,43.76206961077844,20.96,No
 36 months,RENT,B,debt_consolidation,10.08%,NY,Current,Individual,14000,3 years,95000,21.13,0,84.90%,16562,17,0,null, 36 ,3,84,43.76206961077844,21.13,No
 60 months,MORTGAGE,B,debt_consolidation,10.72%,FL,Current,Individual,15000,7 years,65000,23.93,0,20.50%,58933,48,0,null, 60 ,7,20,43.76206961077844,23.93,No
